Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Euonymus hederaceus	Euonymus hederaceus		1	Synonym	Euonymus fortunei	(Turcz.) Hand.-Mazz.	Celastraceae	tpl	 	
Euonymus hederaceus	Euonymus hederaceus		1	Rejected name		(Turcz.) Hand.-Mazz.	Celastraceae	tropicos	 	
Euphorbia glyptosperma	Euphorbia glyptosperma		1	Accepted	Euphorbia glyptosperma	Engelm.	Euphorbiaceae	tpl;tropicos	 	
Euphorbia glyptosperma	Euphorbia glyptosperma		1	Synonym	Chamaesyce glyptosperma	(Engelm.) Small	Euphorbiaceae	usda	 	
Euphorbia rigida	Euphorbia rigida		1	Accepted	Euphorbia rigida	M.Bieb.	Euphorbiaceae	tpl	 	
Euphorbia rigida	Euphorbia rigida		1	Synonym	Euphorbia myrsinites	L.	Euphorbiaceae	tpl	 	
Euphorbia rigida	Euphorbia rigida		1	Accepted	Euphorbia rigida	M. Bieb.	Euphorbiaceae	tropicos;usda	 	
Euphorbia rigida	Euphorbia rigida		1	Illegitimate		L.	Euphorbiaceae	tropicos	 	
Euphorbia serrulata	Euphorbia serrulata		1	Synonym	Euphorbia bifida	Hook. & Arn.	Euphorbiaceae	tpl	 [Ambiguous match] 	
Euphorbia serrulata	Euphorbia serrulata		1	Synonym	Euphorbia stricta	L.	Euphorbiaceae	tpl;tropicos;usda	 [Ambiguous match] 	
Euphorbia serrulata	Euphorbia serrulata		1	Synonym	Euphorbia hyssopifolia	L.	Euphorbiaceae	tpl	 [Ambiguous match] 	
Euphorbia serrulata	Euphorbia serrulata		1	Illegitimate		Hook. & Arn.	Euphorbiaceae	tropicos	 [Ambiguous match] 	
Euphorbia serrulata	Euphorbia serrulata		1	Illegitimate		L.	Euphorbiaceae	tropicos	 [Ambiguous match] 	
Ferulago campestris	Ferulago campestris		1	Synonym	Ferulago galbanifera	(Mill.) W.D.J.Koch	Apiaceae	tpl	 [Ambiguous match] 	
Ferulago campestris	Ferulago campestris		1	Synonym	Ferulago galbanifera	Koch	Apiaceae	tpl	 [Ambiguous match] 	
Ferulago campestris	Ferulago campestris		1	Synonym	Ferulago galbanifera	(Mill.) W.D.J. Koch	Apiaceae	tropicos	 [Ambiguous match] 	
Ferulago campestris	Ferulago campestris		1	No opinion				tropicos	 	
Filago arvensis	Filago arvensis		1	Accepted	Filago arvensis	L.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:5880277A-B963-4097-AA13-7A1C18B4BB2E
Filago arvensis	Filago arvensis		1	Synonym	Logfia arvensis	(L.) Holub	Asteraceae	usda	 	
Filago minima	Filago minima		1	Accepted	Filago minima	(Sm.) Pers.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:EE4D1189-5193-4982-9CE9-0EBA5FE99716
Filago minima	Filago minima		1	Synonym	Filago minima	(Sm.) Pers.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:EE4D1189-5193-4982-9CE9-0EBA5FE99716
Filago minima	Filago minima		1	Synonym	Logfia minima	(Sm.) Dumort.	Asteraceae	tropicos	 	
Filago minima	Filago minima		1	Synonym	Logfia minima	(Sm.) Dumort.	Asteraceae	usda	 	
Filipendula kamtschatica	No suitable matches found.		0						 	
Filipendula rubra	Filipendula rubra		1	Accepted	Filipendula rubra	(Hill) B.L.Rob.	Rosaceae	tpl	 	
Filipendula rubra	Filipendula rubra		1	Accepted	Filipendula rubra	(Hill) B.L. Rob.	Rosaceae	tropicos;usda	 	
Fimbristylis bisumbellata	Fimbristylis bisumbellata		1	Accepted	Fimbristylis bisumbellata	(Forssk.) Bubani	Cyperaceae	tpl;tropicos	 	
Fumaria kralikii	Fumaria kralikii		1	Accepted	Fumaria kralikii	Jord.	Papaveraceae	tpl	 	
Fumaria kralikii	Fumaria kralikii		1	No opinion		Jord.	Papaveraceae	tropicos	 	
Fumaria petteri	Fumaria petteri		1	Accepted	Fumaria petteri	Rchb.	Papaveraceae	tpl	 [Ambiguous match] 	
Fumaria petteri	Fumaria petteri		1	Synonym	Fumaria officinalis	L.	Papaveraceae	tpl	 	
Fumaria petteri	Fumaria petteri		1	No opinion		Rchb.	Papaveraceae	tropicos	 [Ambiguous match] 	
Fumaria petteri	Fumaria petteri		1	No opinion				tropicos	 [Ambiguous match] 	
Fumaria schleicheri	Fumaria schleicheri		1	Accepted	Fumaria schleicheri	Soy.-Will.	Papaveraceae	tpl;tropicos	 	
Gagea granulosa	Gagea granulosa		1	Accepted	Gagea granulosa	Turcz.	Liliaceae	tpl;tropicos	 	
Galega orientalis	Galega orientalis		1	Accepted	Galega orientalis	Lam.	Fabaceae	ildis	 	
Galega orientalis	Galega orientalis		1	No opinion		Lam.	Fabaceae	tropicos	 	
Galeobdolon argentatum	Galeobdolon argentatum		1	Synonym	Lamium galeobdolon subsp. argentatum	(Smejkal) J.Duvign.	Lamiaceae	tpl	 	
Galeobdolon argentatum	Galeobdolon argentatum		1	Synonym	Lamium galeobdolon fo. argentatum	(Smejkal) Mennema	Lamiaceae	tropicos	 	
Galeopsis speciosa	Galeopsis speciosa		1	Accepted	Galeopsis speciosa	Mill.	Lamiaceae	tpl;tropicos;usda	 	
Galeopsis tetrahit	Galeopsis tetrahit		1	Accepted	Galeopsis tetrahit	L.	Lamiaceae	tpl;tropicos;usda	 	
Galeopsis tetrahit	Galeopsis tetrahit		1	No opinion				tropicos	 	
Galium album	Galium album		1	Accepted	Galium album	Mill.	Rubiaceae	tpl;tropicos;usda	 	
Galium album	Galium album		1	Synonym	Galium mollugo	L.	Rubiaceae	tpl	 [Ambiguous match] 	
Galium album	Galium album		1	Synonym	Galium brevifolium	Sm.	Rubiaceae	tpl	 [Ambiguous match] 	
Galium album	Galium album		1	Misapplied	Galium heldreichii	Halácsy	Rubiaceae	tpl	 	
Galium album	Galium album		1	Illegitimate		Sm.	Rubiaceae	tropicos	 [Ambiguous match] 	
Galium album	Galium album		1	Invalid		Halácsy	Rubiaceae	tropicos	 	
Gastridium ventricosum	Gastridium ventricosum		1	Accepted	Gastridium ventricosum	(Gouan) Schinz & Thell.	Poaceae	tpl;tropicos	 	
Gastridium ventricosum	Gastridium ventricosum		1	Synonym	Gastridium phleoides	(Nees & Meyen) C.E. Hubbard	Poaceae	usda	 	
Geranium sylvaticum	Geranium sylvaticum		1	Accepted	Geranium sylvaticum	L.	Geraniaceae	tpl;tropicos;usda	 	
Geranium versicolor	Geranium versicolor		1	Accepted	Geranium versicolor	L.	Geraniaceae	tpl;usda	 	
Geranium versicolor	Geranium versicolor		1	No opinion		L.	Geraniaceae	tropicos	 	
Glandularia aristigera	Glandularia aristigera		1	Accepted	Glandularia aristigera	(S.Moore) Tronc.	Verbenaceae	tpl	 	
Glandularia aristigera	Glandularia aristigera		1	Accepted	Glandularia aristigera	(S. Moore) Tronc.	Verbenaceae	tropicos	 	
Glandularia peruviana	Glandularia peruviana		1	Accepted	Glandularia peruviana	(L.) Small	Verbenaceae	tpl;tropicos;usda	 	
Glyceria canadensis	Glyceria canadensis		1	Accepted	Glyceria canadensis	(Michx.) Trin.	Poaceae	tpl;tropicos;usda	 	
Gnaphalium antillanum	Gnaphalium antillanum		1	Accepted	Gnaphalium antillanum	Urb.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:69431F9C-F72D-4116-AFA5-571B664EECB6
Gnaphalium antillanum	Gnaphalium antillanum		1	Synonym	Gamochaeta antillana	(Urb.) Anderb.	Asteraceae	tropicos	 	
Gnaphalium sphaericum	Gnaphalium sphaericum		1	Synonym	Laphangium luteoalbum	(L.) Tzvelev	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:80D36233-FDBC-4D1E-A25D-3CBC1AFD19D6
Gnaphalium sphaericum	Gnaphalium sphaericum		1	Synonym	Euchiton sphaericus	(Willd.) Holub	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:488946A4-8B52-40B6-ADA8-9F54A06E1F9B
Gnaphalium sphaericum	Gnaphalium sphaericum		1	Synonym	Gnaphalium involucratum var. simplex	DC.	Asteraceae	tropicos	 [Ambiguous match] 	
Gnaphalium supinum	Gnaphalium supinum		1	Accepted	Gnaphalium supinum	L.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:C1F24947-465D-409D-AACB-1DD6DC406E6F
Gnaphalium supinum	Gnaphalium supinum		1	Synonym	Omalotheca supina	(L.) DC.	Asteraceae	usda	 	
Gnaphalium undulatum	Gnaphalium undulatum		1	Synonym	Pseudognaphalium undulatum	(L.) Hilliard & B.L.Burtt	Asteraceae	gcc	 	urn:lsid:compositae.org:names:9AF55D24-89C0-4B1E-8826-C986C2885255
Gnaphalium undulatum	Gnaphalium undulatum		1	Illegitimate	Pterocaulon pycnostachyum	(Michx.) Elliott	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:C2779354-2D11-4E42-B414-2B2CF6BD5CFC
Gnaphalium undulatum	Gnaphalium undulatum		1	Synonym	Pterocaulon virgatum	(L.) DC.	Asteraceae	tropicos	 	
Goodyera repens	Goodyera repens		1	Accepted	Goodyera repens	(L.) R.Br.	Orchidaceae	tpl	 	
Goodyera repens	Goodyera repens		1	Accepted	Goodyera repens	(L.) R. Br.	Orchidaceae	tropicos;usda	 	
Hedypnois cretica	Hedypnois cretica		1	Synonym	Hedypnois rhagadioloides	(L.) F.W.Schmidt	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:ED1A5737-1504-4B53-A858-8A6A16B31F50
Hedypnois cretica	Hedypnois cretica		1	Synonym	Hedypnois rhagadioloides	(L.) F.W.Schmidt	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:ED1A5737-1504-4B53-A858-8A6A16B31F50
Hedypnois cretica	Hedypnois cretica		1	Illegitimate	Hedypnois rhagadioloides	(L.) F.W.Schmidt	Asteraceae	gcc	 	urn:lsid:compositae.org:names:ED1A5737-1504-4B53-A858-8A6A16B31F50
Hedypnois cretica	Hedypnois cretica		1	Accepted	Hedypnois cretica	(L.) Dum. Cours.	Asteraceae	tropicos;usda	 	
Helictotrichon neesii	Helictotrichon neesii		1	Accepted	Helictotrichon neesii	(Steud.) Stace	Poaceae	tpl	 	
Helictotrichon neesii	Helictotrichon neesii		1	Synonym	Amphibromus neesii	Steud.	Poaceae	tropicos	 	
Helictotrichon pratense	Helictotrichon pratense		1	Accepted	Helictotrichon pratense	(L.) Pilg.	Poaceae	tpl;tropicos	 	
Helictotrichon pratense	Helictotrichon pratense		1	Illegitimate				tropicos	 	
Helictotrichon pratense	Helictotrichon pratense		1	Accepted	Helictotrichon pratense	(L.) Besser	Poaceae	usda	 	
Heliotropium dolosum	Heliotropium dolosum		1	Accepted	Heliotropium dolosum	De Not.	Boraginaceae	tpl;tropicos	 	
Helipterum strictum	Helipterum strictum		1	Synonym	Rhodanthe stricta	(Lindl.) Paul G.Wilson	Asteraceae	gcc	 	urn:lsid:compositae.org:names:70A1765C-FDA5-49AD-9836-D7768A66FDC5
Heteranthera zosterifolia	Heteranthera zosterifolia		1	Accepted	Heteranthera zosterifolia	Mart.	Pontederiaceae	tpl;tropicos	 	
Hieracium amplexicaule	Hieracium amplexicaule		1	Accepted	Hieracium amplexicaule	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:D2B10C2D-E455-49BA-87AB-6941865F9DB9
Hieracium amplexicaule	Hieracium amplexicaule		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:D2B10C2D-E455-49BA-87AB-6941865F9DB9
Hieracium brachiatum	Hieracium brachiatum		1	Synonym	Pilosella brachiata	(DC.) F.W.Schultz & Sch.Bip.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:07231228-7CCA-4639-9887-B4EF30CB1BBB
Hieracium brachiatum	Hieracium brachiatum		1	No opinion		(DC.) F.W.Schultz & Sch.Bip.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:07231228-7CCA-4639-9887-B4EF30CB1BBB
Hieracium flagellare	Hieracium flagellare		1	Accepted	Hieracium flagellare	Schlecht.	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:53BBDFF6-BAA7-484B-A958-B004231F3986
Hieracium flagellare	Hieracium flagellare		1	Accepted	Hieracium flagellare	Schur	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:32F83A39-0DE1-4F4A-AFD2-FD9E21239166
Hieracium flagellare	Hieracium flagellare		1	Synonym	Pilosella flagellaris	(Willd.) Arv.-Touv.	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:69542020-E718-4074-A5D8-7583F4BC2D8F
Hieracium flagellare	Hieracium flagellare		1	Accepted	Hieracium flagellare	Schltr.	Asteraceae	tropicos	 [Ambiguous match] 	
Hieracium flagellare	Hieracium flagellare		1	Accepted	Hieracium flagellare	Willd.	Asteraceae	tropicos	 [Ambiguous match] 	
Hieracium flagellare	Hieracium flagellare		1	No opinion				usda	 	
Hieracium pachyodon	Hieracium pachyodon		1	Synonym	murorum subsp. subsp. subcrispatum	Zahn		gcc	 	urn:lsid:compositae.org:names:19A9E0CE-9A1B-4B59-9EF9-4E9B2F2830D4
Hieracium pannosum	Hieracium pannosum		1	Accepted	Hieracium pannosum	Boiss.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:26A7307B-A202-4837-A464-80A4FFF154A6
Hieracium pannosum	Hieracium pannosum		1	No opinion		Boiss.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:26A7307B-A202-4837-A464-80A4FFF154A6
Hieracium piloselloides	Hieracium piloselloides		1	Synonym	Pilosella piloselloides	(Vill.) Soják	Asteraceae	gcc	 	urn:lsid:compositae.org:names:1DD5DB84-2370-47AA-9351-E0C949857FB9
Hieracium piloselloides	Hieracium piloselloides		1	Accepted	Hieracium piloselloides	Vill.	Asteraceae	tropicos;usda	 	
Hieracium speluncarum	Hieracium speluncarum		1	Synonym	Hieracium amplexicaule subsp. spelaeum	(Arv.-Touv.) Zahn	Asteraceae	gcc	 	urn:lsid:compositae.org:names:3E8EF678-3F16-425F-8639-84356924B809
Hieracium speluncarum	Hieracium speluncarum		1	No opinion		(Arv.-Touv.) Zahn	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:3E8EF678-3F16-425F-8639-84356924B809
Hierochloe odorata	Hierochloe odorata		1	Accepted	Hierochloe odorata	(L.) P.Beauv.	Poaceae	tpl	 	
Hierochloe odorata	Hierochloe odorata		1	Accepted	Hierochloe odorata	(L.) P. Beauv.	Poaceae	tropicos;usda	 	
Hierochloe odorata	Hierochloe odorata		1	Invalid				tropicos	 	
Hierochloe odorata	Hierochloe odorata		1	Synonym	Anthoxanthum monticola ssp. alpinum	(Sw. ex Willd.) Soreng	Poaceae	usda	 	
Honorius nutans	Honorius nutans		1	Synonym	Ornithogalum nutans	L.	Asparagaceae	tpl;tropicos	 	
Hyacinthella rumelica	Hyacinthella rumelica		1	Synonym	Hyacinthella leucophaea var. rumelica	(Velen.) Hayek	Asparagaceae	tpl;tropicos	 	
Hydrocotyle novae-zelandiae	Hydrocotyle novae-zelandiae		1	Accepted	Hydrocotyle novae-zelandiae	DC.	Araliaceae	tpl	 	
Illecebrum verticillatum	Illecebrum verticillatum		1	Accepted	Illecebrum verticillatum	L.	Caryophyllaceae	tpl;usda	 	
Illecebrum verticillatum	Illecebrum verticillatum		1	Synonym	Portulaca quadrifida	L.	Portulacaceae	tropicos	 	
Inula ensifolia	Inula ensifolia		1	Accepted	Inula ensifolia	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:9AEEE2BE-C129-4271-BD7E-38F698623F20
Inula ensifolia	Inula ensifolia		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:9AEEE2BE-C129-4271-BD7E-38F698623F20
Inula germanica	Inula germanica		1	Accepted	Inula germanica	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:257B42B8-B57C-4FE0-B8F2-FAAD0AFE7873
Inula germanica	Inula germanica		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:257B42B8-B57C-4FE0-B8F2-FAAD0AFE7873
Inula hirta	Inula hirta		1	Accepted	Inula hirta	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:DE9A0554-D006-4D2A-ACD0-365A414EC0FE
Inula hirta	Inula hirta		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:DE9A0554-D006-4D2A-ACD0-365A414EC0FE
Inula spiraeifolia	Inula spiraeifolia		1	Accepted	Inula spiraeifolia	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:1C1CD445-CFE9-4C0F-A1BB-FD70ADC55DA7
Inula spiraeifolia	Inula spiraeifolia		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:1C1CD445-CFE9-4C0F-A1BB-FD70ADC55DA7
Ionopsidium acaule	Ionopsidium acaule		1	Accepted	Ionopsidium acaule	(Desf.) DC. ex Rchb.	Brassicaceae	tropicos	 	
Ionopsidium acaule	Ionopsidium acaule		1	Accepted	Ionopsidium acaule	(Desf.) Rchb.	Brassicaceae	usda	 	
Ipomoea wrightii	Ipomoea wrightii		1	Accepted	Ipomoea wrightii	A. Gray	Convolvulaceae	tpl;usda	 	
Ipomoea wrightii	Ipomoea wrightii		1	Synonym	Ipomoea heptaphylla	Sweet	Convolvulaceae	tropicos	 	
Ipomoea wrightii	Ipomoea wrightii		1	Illegitimate				tropicos	 	
Iris foetidissima	Iris foetidissima		1	Accepted	Iris foetidissima	L.	Iridaceae	tpl;usda	 	
Iris foetidissima	Iris foetidissima		1	Synonym	Xyridion foetidissimum	(L.) Klatt	Iridaceae	tropicos	 	
Iris sibirica	Iris sibirica		1	Accepted	Iris sibirica	L.	Iridaceae	tpl;tropicos;usda	 	
Iris sibirica	Iris sibirica		1	Synonym	Iris sanguinea	Hornem.	Iridaceae	usda	 	
Iris versicolor	Iris versicolor		1	Accepted	Iris versicolor	L.	Iridaceae	tpl;tropicos;usda	 	
Iris versicolor	Iris versicolor		1	Synonym	Iris laevigata	Fisch.	Iridaceae	tpl	 	
Iris versicolor	Iris versicolor		1	Illegitimate		Fisch.	Iridaceae	tropicos	 	
Juncus canadensis	Juncus canadensis		1	Accepted	Juncus canadensis	J.Gay ex Laharpe	Juncaceae	tpl	 	
Juncus canadensis	Juncus canadensis		1	Accepted	Juncus canadensis	J. Gay ex Laharpe	Juncaceae	tropicos;usda	 	
Juncus dudleyi	Juncus dudleyi		1	Accepted	Juncus dudleyi	Wiegand	Juncaceae	tpl;tropicos;usda	 	
Juncus pallescens	Juncus pallescens		1	Accepted	Juncus pallescens	Lam.	Juncaceae	tpl;tropicos	 	
Juncus pallescens	Juncus pallescens		1	Synonym	Luzula pallescens	Sw.	Juncaceae	tpl	 	
Juncus pallescens	Juncus pallescens		1	Synonym	Luzula pallidula	Kirschner	Juncaceae	tropicos	 	
Juncus pallescens	Juncus pallescens		1	Illegitimate				tropicos	 	
Juncus radula	Juncus radula		1	Accepted	Juncus radula	Buchenau	Juncaceae	tpl	 	
Juncus radula	Juncus radula		1	No opinion		Buchenau	Juncaceae	tropicos	 	
Kickxia commutata	Kickxia commutata		1	Accepted	Kickxia commutata	(Bernh. ex Rchb.) Fritsch	Plantaginaceae	tpl	 	
Kickxia commutata	Kickxia commutata		1	No opinion				tropicos	 	
Knautia integrifola	Knautia integrifola		1	Accepted	Knautia integrifola	(Honck. ex L.) Bertol.	Caprifoliaceae	tpl	 	
Koeleria grandis	Koeleria grandis		1	Synonym	Koeleria pyramidata	(Lam.) P.Beauv.	Poaceae	tpl	 [Ambiguous match] 	
Koeleria grandis	Koeleria grandis		1	Synonym	Koeleria pyramidata	(Lam.) P.Beauv.	Poaceae	tpl	 [Ambiguous match] 	
Koeleria grandis	Koeleria grandis		1	Accepted	Koeleria grandis	Besser ex Gorski	Poaceae	tropicos;usda	 	
Lamium confertum	Lamium confertum		1	Accepted	Lamium confertum	Fr.	Lamiaceae	tpl	 	
Lamium confertum	Lamium confertum		1	No opinion		Fr.	Lamiaceae	tropicos	 	
Lamium hybridum	Lamium hybridum		1	Synonym	Lamium purpureum var. hybridum	(Vill.) Vill.	Lamiaceae	tpl	 	
Lamium hybridum	Lamium hybridum		1	Accepted	Lamium hybridum	Vill.	Lamiaceae	tropicos	 	
Lamium hybridum	Lamium hybridum		1	Synonym	Lamium purpureum var. incisum	(Willd.) Pers.	Lamiaceae	usda	 	
Lamium purpureum var. moluccellifolium	Lamium purpureum var. moluccellifolium		1	Accepted	Lamium purpureum var. moluccellifolium	Schumach.	Lamiaceae	tpl	 	
Lamium purpureum var. moluccellifolium	Lamium purpureum var. moluccellifolium		1	No opinion		Schumach.	Lamiaceae	tropicos	 	
Laserpitium archangelica	Laserpitium archangelica		1	Accepted	Laserpitium archangelica	Wulfen	Apiaceae	tpl	 	
Laserpitium archangelica	Laserpitium archangelica		1	No opinion				tropicos	 	
Lawrencia glomerata	Lawrencia glomerata		1	No opinion	Plagianthus glomeratus	Benth.	Malvaceae	tpl	 	
Leontice leontopetalum	Leontice leontopetalum		1	Accepted	Leontice leontopetalum	L.	Berberidaceae	tpl	 	
Leontice leontopetalum	Leontice leontopetalum		1	No opinion		L.	Berberidaceae	tropicos	 	
Lepidium heterophyllum	Lepidium heterophyllum		1	Accepted	Lepidium heterophyllum	Benth.	Brassicaceae	tpl;tropicos;usda	 	
Lepidium heterophyllum	Lepidium heterophyllum		1	Synonym	Lepidium montanum	Nutt.	Brassicaceae	tpl	 	
Lepidium heterophyllum	Lepidium heterophyllum		1	Illegitimate		Nutt.	Brassicaceae	tropicos	 	
Lepidium neglectum	Lepidium neglectum		1	Synonym	Lepidium densiflorum	Schrad.	Brassicaceae	tpl;tropicos;usda	 	
Lepidium schinzii	Lepidium schinzii		1	Accepted	Lepidium schinzii	Thell.	Brassicaceae	tpl;tropicos;usda	 	
Leptochloa divaricatissima	Leptochloa divaricatissima		1	Accepted	Leptochloa divaricatissima	S.T.Blake	Poaceae	tpl	 	
Leptochloa divaricatissima	Leptochloa divaricatissima		1	Synonym	Dinebra divaricatissima	(S.T. Blake) P.M. Peterson & N. Snow	Poaceae	tropicos	 	
Leptochloa divaricatissima	Leptochloa divaricatissima		1	Accepted	Leptochloa divaricatissima	S.T. Blake	Poaceae	usda	 	
Leptochloa parviflora	Leptochloa parviflora		1	No opinion				tpl	 	
Leymus canadensis	No suitable matches found.		0						 	
Limonium platyphyllum	Limonium platyphyllum		1	Accepted	Limonium platyphyllum	Lincz.	Plumbaginaceae	tpl;tropicos	 	
Limosella aquatica	Limosella aquatica		1	Accepted	Limosella aquatica	L.	Scrophulariaceae	tpl;tropicos;usda	 	
Limosella aquatica	Limosella aquatica		1	Illegitimate				tropicos	 	
Linanthus pungens	Linanthus pungens		1	Accepted	Linanthus pungens	(Torr.) J.M.Porter & L.A.Johnson	Polemoniaceae	tpl	 	
Linanthus pungens	Linanthus pungens		1	Accepted	Linanthus pungens	(Torr.) J.M. Porter & L.A. Johnson	Polemoniaceae	tropicos;usda	 	
Linaria arvensis	Linaria arvensis		1	Accepted	Linaria arvensis	(L.) Desf.	Plantaginaceae	tpl	 	
Linaria arvensis	Linaria arvensis		1	No opinion				tropicos	 	
Linaria caesia	Linaria caesia		1	Accepted	Linaria caesia	(Lag. ex Pers.) DC. ex Chav.	Plantaginaceae	tpl	 	
Linaria chalepensis	Linaria chalepensis		1	Accepted	Linaria chalepensis	(L.) Mill.	Plantaginaceae	tpl	 	
Linaria chalepensis	Linaria chalepensis		1	No opinion				tropicos	 	
Linaria hirta	Linaria hirta		1	Accepted	Linaria hirta	(L.) Moench	Plantaginaceae	tpl	 	
Linaria hirta	Linaria hirta		1	No opinion				tropicos	 	
Linaria purpurea	Linaria purpurea		1	Accepted	Linaria purpurea	(L.) Mill.	Plantaginaceae	tpl;tropicos;usda	 	
Linaria supina	Linaria supina		1	Accepted	Linaria supina	(L.) Chaz.	Plantaginaceae	tpl;tropicos;usda	 	
Linaria supina	Linaria supina		1	Invalid				tropicos	 	
Linaria triornithophora	Linaria triornithophora		1	Accepted	Linaria triornithophora	(L.) Cav.	Plantaginaceae	tpl	 	
Linaria triornithophora	Linaria triornithophora		1	Synonym	Linaria triornithophora	(L.) Cav.	Plantaginaceae	tpl	 	
Linaria triornithophora	Linaria triornithophora		1	Accepted	Linaria triornithophora	(L.) Willd.	Plantaginaceae	tropicos	 	
Lobelia pedunculata	Lobelia pedunculata		1	Accepted	Lobelia pedunculata	R.Br.	Campanulaceae	tpl	 	
Lobelia pedunculata	Lobelia pedunculata		1	Synonym	Lobelia coronopifolia	L.	Campanulaceae	tpl	 	
Lobelia pedunculata	Lobelia pedunculata		1	Synonym	Pratia pedunculata	(R. Br.) Benth.	Campanulaceae	tropicos	 	
Lobelia pedunculata	Lobelia pedunculata		1	Illegitimate		L.	Campanulaceae	tropicos	 	
Lobelia siphilitica	Lobelia siphilitica		1	Accepted	Lobelia siphilitica	L.	Campanulaceae	tpl;tropicos;usda	 	
Lonicera alpigena	Lonicera alpigena		1	Accepted	Lonicera alpigena	L.	Caprifoliaceae	tpl;usda	 	
Lonicera alpigena	Lonicera alpigena		1	Synonym	Lonicera webbiana	Wall. ex DC.	Caprifoliaceae	tropicos	 	
Lopezia racemosa	Lopezia racemosa		1	Accepted	Lopezia racemosa	Cav.	Onagraceae	tpl;tropicos	 	
Lycopus exaltatus	Lycopus exaltatus		1	Accepted	Lycopus exaltatus	L.f.	Lamiaceae	tpl	 	
Lycopus exaltatus	Lycopus exaltatus		1	Misapplied	Lycopus americanus	Muhl. ex W.P.C.Barton	Lamiaceae	tpl	 	
Lycopus exaltatus	Lycopus exaltatus		1	Synonym	Lycopus europaeus var. exaltatus	(L. f.) Hook. f.	Lamiaceae	tropicos	 	
Lycopus exaltatus	Lycopus exaltatus		1	Invalid		Muhl. ex W.P.C.Barton	Lamiaceae	tropicos	 	
Lysichiton americanus	Lysichiton americanus		1	Accepted	Lysichiton americanus	Hultén & H.St.John	Araceae	tpl	 	
Lysichiton americanus	Lysichiton americanus		1	Accepted	Lysichiton americanus	Hultén & H. St. John	Araceae	tropicos;usda	 	
Lysichiton camtschatcensis	Lysichiton camtschatcensis		1	Accepted	Lysichiton camtschatcensis	(L.) Schott	Araceae	tpl	 	
Lysichiton camtschatcensis	Lysichiton camtschatcensis		1	Synonym	Arctiodracon camtschatcensis	(L.) A. Gray	Araceae	tropicos	 	
Lysichiton camtschatcensis	Lysichiton camtschatcensis		1	Synonym	Lysichiton americanus	Hultén & H. St. John	Araceae	usda	 	
Lysimachia atropurpurea	Lysimachia atropurpurea		1	Accepted	Lysimachia atropurpurea	L.	Primulaceae	tpl	 	
Lysimachia ciliata	Lysimachia ciliata		1	Accepted	Lysimachia ciliata	L.	Primulaceae	tpl;tropicos;usda	 	
Lythrum borysthenicum	Lythrum borysthenicum		1	Accepted	Lythrum borysthenicum	(M.Bieb. ex Schrank) Litv.	Lythraceae	tpl	 	
Lythrum borysthenicum	Lythrum borysthenicum		1	Synonym	Middendorfia borysthenica	Trautv.	Lythraceae	tropicos	 	
Lythrum hyssopifolium	Lythrum hyssopifolium		1	No opinion				tpl	 [Ambiguous match] 	
Lythrum hyssopifolium	Lythrum hyssopifolium		1	No opinion				tpl	 [Ambiguous match] 	
Lythrum hyssopifolium	Lythrum hyssopifolium		1	No opinion	Lythrum hyssopifolia	L.	Lythraceae	tpl	 [Ambiguous match] 	
Lythrum hyssopifolium	Lythrum hyssopifolium		1	Accepted	Lythrum hyssopifolium	L.	Lythraceae	usda	 	
